filename,width,height,class,xmin,ymin,xmax,ymax
Cross (1153).png,120,120,Crosswalk,60,63,102,86
Cross (1154).png,120,120,Crosswalk,97,30,120,69
Cross (1154).png,120,120,Crosswalk,70,47,107,80
Cross (1154).png,120,120,Crosswalk,51,64,76,96
Cross (1154).png,120,120,Crosswalk,21,76,57,110
Cross (1154).png,120,120,Crosswalk,1,93,37,120
Cross (1155).png,120,120,Crosswalk,32,35,96,39
Cross (1155).png,120,120,Crosswalk,1,44,14,56
Cross (1155).png,120,120,Crosswalk,2,103,120,120
Cross (1156).png,120,120,Crosswalk,83,55,120,70
Cross (1156).png,120,120,Crosswalk,65,62,107,78
Cross (1156).png,120,120,Crosswalk,31,68,91,89
Cross (1157).png,120,120,Crosswalk,2,87,46,120
Cross (1157).png,120,120,Crosswalk,46,92,103,120
Cross (1157).png,120,120,Crosswalk,10,39,61,45
Cross (1158).png,120,120,Crosswalk,47,63,75,75
Cross (1158).png,120,120,Crosswalk,77,61,98,70
Cross (1158).png,120,120,Crosswalk,100,55,120,64
Cross (1158).png,120,120,Crosswalk,58,106,120,120
Cross (1159).png,120,120,Crosswalk,1,79,105,89
Cross (1159).png,120,120,Crosswalk,16,57,75,61
Cross (1159).png,120,120,Crosswalk,108,60,120,66
Cross (116).png,120,120,Crosswalk,0,65,90,80
Cross (116).png,120,120,Crosswalk,12,68,107,82
Cross (116).png,120,120,Crosswalk,97,47,119,64
Cross (116).png,120,120,Crosswalk,90,41,98,61
Cross (116).png,120,120,Crosswalk,83,39,91,56
Cross (116).png,120,120,Crosswalk,76,41,84,51
Cross (116).png,120,120,Crosswalk,95,42,115,64
Cross (1160).png,120,120,Crosswalk,11,1,41,16
Cross (1160).png,120,120,Crosswalk,29,9,57,40
Cross (1160).png,120,120,Crosswalk,47,29,72,61
Cross (1160).png,120,120,Crosswalk,61,49,86,84
Cross (1160).png,120,120,Crosswalk,81,70,105,105
Cross (1160).png,120,120,Crosswalk,94,92,120,120
Cross (1164).png,120,120,Crosswalk,1,82,23,113
Cross (1164).png,120,120,Crosswalk,11,98,56,120
Cross (1165).png,120,120,Crosswalk,68,29,94,41
Cross (1165).png,120,120,Crosswalk,94,17,120,31
Cross (1165).png,120,120,Crosswalk,80,46,120,69
Cross (1167).png,120,120,Crosswalk,21,57,64,85
Cross (1167).png,120,120,Crosswalk,62,50,98,76
Cross (1167).png,120,120,Crosswalk,87,41,120,67
Cross (1168).png,120,120,Crosswalk,66,28,106,50
Cross (1168).png,120,120,Crosswalk,47,43,89,74
Cross (1168).png,120,120,Crosswalk,25,59,73,96
Cross (1168).png,120,120,Crosswalk,1,80,64,120
Cross (1169).png,120,120,Crosswalk,9,28,31,38
Cross (1169).png,120,120,Crosswalk,30,34,53,44
Cross (1169).png,120,120,Crosswalk,50,38,75,52
Cross (1169).png,120,120,Crosswalk,70,45,100,64
Cross (1169).png,120,120,Crosswalk,94,55,120,77
Cross (1169).png,120,120,Crosswalk,30,20,40,25
Cross (1169).png,120,120,Crosswalk,41,17,59,22
Cross (1170).png,120,120,Crosswalk,48,93,65,103
Cross (1170).png,120,120,Crosswalk,63,96,80,106
Cross (1171).png,120,120,Crosswalk,27,72,50,79
Cross (1171).png,120,120,Crosswalk,50,75,69,82
Cross (1171).png,120,120,Crosswalk,65,78,86,90
Cross (1171).png,120,120,Crosswalk,82,84,105,96
Cross (1171).png,120,120,Crosswalk,101,90,120,106
Cross (1171).png,120,120,Crosswalk,1,72,24,78
Cross (1172).png,120,120,Crosswalk,19,37,54,47
Cross (1172).png,120,120,Crosswalk,49,43,73,50
Cross (1172).png,120,120,Crosswalk,8,60,68,81
Cross (1173).png,120,120,Crosswalk,1,44,57,75
Cross (1173).png,120,120,Crosswalk,39,36,82,61
Cross (1173).png,120,120,Crosswalk,68,26,113,45
Cross (1174).png,120,120,Crosswalk,1,61,63,97
Cross (1174).png,120,120,Crosswalk,47,73,120,114
Cross (1175).png,120,120,Crosswalk,61,11,118,32
Cross (1175).png,120,120,Crosswalk,1,31,57,44
Cross (1175).png,120,120,Crosswalk,1,44,44,68
Cross (1175).png,120,120,Crosswalk,1,70,35,119
Cross (1176).png,120,120,Crosswalk,1,96,120,110
Cross (1179).png,120,120,Crosswalk,68,33,117,56
Cross (1179).png,120,120,Crosswalk,32,41,87,70
Cross (1179).png,120,120,Crosswalk,1,56,40,88
Cross (1179).png,120,120,Crosswalk,1,83,18,102
Cross (118).png,120,120,Crosswalk,0,60,14,101
Cross (118).png,120,120,Crosswalk,10,51,27,91
Cross (118).png,120,120,Crosswalk,24,43,40,81
Cross (118).png,120,120,Crosswalk,35,35,52,74
Cross (118).png,120,120,Crosswalk,47,27,64,66
Cross (118).png,120,120,Crosswalk,59,19,77,56
Cross (118).png,120,120,Crosswalk,70,11,86,47
Cross (118).png,120,120,Crosswalk,81,5,96,38
Cross (118).png,120,120,Crosswalk,92,0,106,31
Cross (118).png,120,120,Crosswalk,103,0,119,21
Cross (1181).png,120,120,Crosswalk,101,56,120,87
Cross (1181).png,120,120,Crosswalk,82,75,113,98
Cross (1181).png,120,120,Crosswalk,61,84,92,111
Cross (1181).png,120,120,Crosswalk,29,98,69,120
Cross (1181).png,120,120,Crosswalk,5,109,37,120
Cross (1182).png,120,120,Crosswalk,6,58,61,83
Cross (1182).png,120,120,Crosswalk,44,51,92,70
Cross (1182).png,120,120,Crosswalk,81,43,120,63
Cross (1183).png,120,120,Crosswalk,7,41,31,80
Cross (1183).png,120,120,Crosswalk,12,48,57,91
Cross (1183).png,120,120,Crosswalk,29,57,77,94
Cross (1183).png,120,120,Crosswalk,77,66,111,83
Cross (1184).png,120,120,Crosswalk,18,35,89,42
Cross (1184).png,120,120,Crosswalk,85,48,120,76
Cross (1184).png,120,120,Crosswalk,70,60,120,75
Cross (1184).png,120,120,Crosswalk,58,67,73,76
Cross (1185).png,120,120,Crosswalk,104,54,120,120
Cross (1185).png,120,120,Crosswalk,84,70,109,120
Cross (1185).png,120,120,Crosswalk,54,82,94,120
Cross (1185).png,120,120,Crosswalk,21,97,57,120
Cross (1186).png,120,120,Crosswalk,10,25,34,34
Cross (1186).png,120,120,Crosswalk,30,28,51,37
Cross (1186).png,120,120,Crosswalk,47,31,65,39
Cross (1186).png,120,120,Crosswalk,62,34,84,43
Cross (1186).png,120,120,Crosswalk,81,37,100,49
Cross (1186).png,120,120,Crosswalk,96,42,113,52
Cross (1186).png,120,120,Crosswalk,108,46,120,53
Cross (1187).png,120,120,Crosswalk,32,56,120,62
Cross (119).png,120,120,Crosswalk,35,70,49,76
Cross (119).png,120,120,Crosswalk,25,69,36,74
Cross (119).png,120,120,Crosswalk,14,67,26,73
Cross (119).png,120,120,Crosswalk,0,66,16,72
Cross (119).png,120,120,Crosswalk,16,112,66,119
Cross (119).png,120,120,Crosswalk,27,106,67,115
Cross (119).png,120,120,Crosswalk,34,101,70,109
Cross (119).png,120,120,Crosswalk,42,98,74,103
Cross (119).png,120,120,Crosswalk,45,94,62,99
Cross (1190).png,120,120,Crosswalk,1,59,20,76
Cross (1190).png,120,120,Crosswalk,18,58,43,67
Cross (1190).png,120,120,Crosswalk,42,52,66,63
Cross (1190).png,120,120,Crosswalk,64,44,87,54
Cross (1190).png,120,120,Crosswalk,88,41,120,48
Cross (1191).png,120,120,Crosswalk,22,44,57,62
Cross (1191).png,120,120,Crosswalk,49,52,77,76
Cross (1191).png,120,120,Crosswalk,68,62,104,93
Cross (1191).png,120,120,Crosswalk,95,74,120,108
Cross (1191).png,120,120,Crosswalk,42,23,62,34
Cross (1191).png,120,120,Crosswalk,63,21,80,25
Cross (1191).png,120,120,Crosswalk,81,15,120,22
Cross (1192).png,120,120,Crosswalk,1,32,20,73
Cross (1192).png,120,120,Crosswalk,17,48,41,89
Cross (1192).png,120,120,Crosswalk,37,61,67,97
Cross (1192).png,120,120,Crosswalk,60,72,91,120
Cross (1192).png,120,120,Crosswalk,86,91,120,120
Cross (1193).png,120,120,Crosswalk,1,23,39,80
Cross (1193).png,120,120,Crosswalk,35,29,90,66
Cross (1193).png,120,120,Crosswalk,88,44,120,63
Cross (1194).png,120,120,Crosswalk,81,34,119,46
Cross (1194).png,120,120,Crosswalk,68,42,106,61
Cross (1194).png,120,120,Crosswalk,53,51,85,73
Cross (1194).png,120,120,Crosswalk,33,62,68,84
Cross (1194).png,120,120,Crosswalk,10,70,48,98
Cross (1194).png,120,120,Crosswalk,1,81,29,104
Cross (1195).png,120,120,Crosswalk,14,21,120,38
Cross (1196).png,120,120,Crosswalk,76,23,120,32
Cross (1196).png,120,120,Crosswalk,4,27,78,35
Cross (1197).png,120,120,Crosswalk,33,74,93,90
Cross (1197).png,120,120,Crosswalk,58,87,113,105
Cross (1197).png,120,120,Crosswalk,81,101,114,120
Cross (1199).png,120,120,Crosswalk,1,58,120,71
Cross (12).png,120,120,Crosswalk,0,43,119,60
Cross (1201).png,120,120,Crosswalk,6,13,31,24
Cross (1201).png,120,120,Crosswalk,30,19,52,28
Cross (1201).png,120,120,Crosswalk,51,22,67,31
Cross (1201).png,120,120,Crosswalk,1,80,53,117
Cross (1201).png,120,120,Crosswalk,39,68,89,99
Cross (1202).png,120,120,Crosswalk,1,105,49,120
Cross (1202).png,120,120,Crosswalk,50,103,100,116
Cross (1202).png,120,120,Crosswalk,99,98,120,110
Cross (1203).png,120,120,Crosswalk,71,67,106,80
Cross (1203).png,120,120,Crosswalk,54,76,86,95
Cross (1203).png,120,120,Crosswalk,31,83,62,107
Cross (1203).png,120,120,Crosswalk,1,95,40,120
Cross (1203).png,120,120,Crosswalk,43,41,59,47
Cross (1203).png,120,120,Crosswalk,60,45,81,51
Cross (1205).png,120,120,Crosswalk,1,104,120,117
Cross (1205).png,120,120,Crosswalk,30,76,78,80
Cross (1208).png,120,120,Crosswalk,28,21,74,35
Cross (1208).png,120,120,Crosswalk,68,28,120,45
Cross (1208).png,120,120,Crosswalk,1,24,13,28
Cross (121).png,120,120,Crosswalk,0,84,23,108
Cross (121).png,120,120,Crosswalk,18,80,53,101
Cross (121).png,120,120,Crosswalk,45,75,75,96
Cross (121).png,120,120,Crosswalk,68,72,98,92
Cross (121).png,120,120,Crosswalk,88,72,119,86
Cross (1210).png,120,120,Crosswalk,53,53,118,68
Cross (1210).png,120,120,Crosswalk,14,54,41,64
Cross (1214).png,120,120,Crosswalk,1,69,120,75
Cross (1214).png,120,120,Crosswalk,1,93,120,103
Cross (1215).png,120,120,Crosswalk,1,71,44,114
Cross (1215).png,120,120,Crosswalk,40,59,80,94
Cross (1215).png,120,120,Crosswalk,78,49,119,86
Cross (1217).png,120,120,Crosswalk,108,91,120,120
Cross (1217).png,120,120,Crosswalk,85,105,113,120
Cross (1218).png,120,120,Crosswalk,83,50,120,72
Cross (1218).png,120,120,Crosswalk,49,57,95,87
Cross (1218).png,120,120,Crosswalk,23,74,67,111
Cross (1218).png,120,120,Crosswalk,2,86,48,120
Cross (1219).png,120,120,Crosswalk,1,89,19,105
Cross (1219).png,120,120,Crosswalk,16,97,35,113
Cross (1219).png,120,120,Crosswalk,33,106,56,120
Cross (1219).png,120,120,Crosswalk,54,111,85,120
Cross (1219).png,120,120,Crosswalk,31,65,44,72
Cross (1219).png,120,120,Crosswalk,47,66,75,72
Cross (1219).png,120,120,Crosswalk,77,70,89,74
Cross (122).png,120,120,Crosswalk,1,73,35,84
Cross (122).png,120,120,Crosswalk,32,70,60,79
Cross (122).png,120,120,Crosswalk,58,68,79,75
Cross (122).png,120,120,Crosswalk,78,66,102,72
Cross (122).png,120,120,Crosswalk,103,59,107,61
Cross (122).png,120,120,Crosswalk,107,60,111,62
Cross (1220).png,120,120,Crosswalk,1,36,17,45
Cross (1220).png,120,120,Crosswalk,20,30,37,40
Cross (1220).png,120,120,Crosswalk,37,26,61,37
Cross (1220).png,120,120,Crosswalk,60,25,81,33
Cross (1220).png,120,120,Crosswalk,80,21,97,28
Cross (1220).png,120,120,Crosswalk,97,18,120,25
Cross (1221).png,120,120,Crosswalk,1,82,21,98
Cross (1221).png,120,120,Crosswalk,21,75,47,92
Cross (1221).png,120,120,Crosswalk,47,73,74,84
Cross (1221).png,120,120,Crosswalk,72,68,98,78
Cross (1221).png,120,120,Crosswalk,64,58,83,65
Cross (1221).png,120,120,Crosswalk,86,59,109,66
Cross (1224).png,120,120,Crosswalk,3,92,92,108
Cross (1224).png,120,120,Crosswalk,29,104,116,120
Cross (1225).png,120,120,Crosswalk,61,67,81,73
Cross (1225).png,120,120,Crosswalk,47,73,69,82
Cross (1225).png,120,120,Crosswalk,33,78,53,90
Cross (1225).png,120,120,Crosswalk,20,84,39,98
Cross (1225).png,120,120,Crosswalk,1,91,24,111
Cross (1226).png,120,120,Crosswalk,34,14,119,26
Cross (1226).png,120,120,Crosswalk,17,19,50,36
Cross (1226).png,120,120,Crosswalk,1,24,17,42
Cross (1227).png,120,120,Crosswalk,4,31,89,81
Cross (1227).png,120,120,Crosswalk,70,42,120,98
Cross (1228).png,120,120,Crosswalk,6,82,28,92
Cross (1228).png,120,120,Crosswalk,26,86,46,98
Cross (1228).png,120,120,Crosswalk,42,89,66,102
Cross (1228).png,120,120,Crosswalk,62,94,89,110
Cross (1228).png,120,120,Crosswalk,88,98,120,120
Cross (1229).png,120,120,Crosswalk,1,59,120,69
Cross (123).png,120,120,Crosswalk,0,73,13,109
Cross (123).png,120,120,Crosswalk,10,74,26,105
Cross (123).png,120,120,Crosswalk,24,70,43,103
Cross (123).png,120,120,Crosswalk,39,67,64,97
Cross (123).png,120,120,Crosswalk,59,63,82,93
Cross (123).png,120,120,Crosswalk,79,61,102,87
Cross (123).png,120,120,Crosswalk,96,60,120,83
Cross (1230).png,120,120,Crosswalk,7,37,60,58
Cross (1230).png,120,120,Crosswalk,47,29,82,49
Cross (1230).png,120,120,Crosswalk,73,21,105,41
Cross (1230).png,120,120,Crosswalk,100,17,120,33
Cross (1231).png,120,120,Crosswalk,26,81,115,100
Cross (1233).png,120,120,Crosswalk,9,45,59,77
Cross (1233).png,120,120,Crosswalk,23,73,79,120
Cross (1233).png,120,120,Crosswalk,63,56,110,101
Cross (1234).png,120,120,Crosswalk,23,41,64,57
Cross (1234).png,120,120,Crosswalk,58,49,90,71
Cross (1234).png,120,120,Crosswalk,83,59,120,83
Cross (1234).png,120,120,Crosswalk,40,19,59,27
Cross (1234).png,120,120,Crosswalk,58,14,80,20
Cross (1235).png,120,120,Crosswalk,1,99,120,120
Cross (1235).png,120,120,Crosswalk,80,70,105,78
Cross (1235).png,120,120,Crosswalk,95,73,120,87
Cross (1235).png,120,120,Crosswalk,3,62,62,68
Cross (1237).png,120,120,Crosswalk,1,60,98,72
Cross (1237).png,120,120,Crosswalk,16,41,73,46
Cross (1237).png,120,120,Crosswalk,1,46,4,48
Cross (1238).png,120,120,Crosswalk,63,43,120,50
Cross (1238).png,120,120,Crosswalk,21,34,31,41
Cross (1238).png,120,120,Crosswalk,28,30,52,36
Cross (1239).png,120,120,Crosswalk,1,42,120,50
Cross (124).png,120,120,Crosswalk,84,103,104,110
Cross (124).png,120,120,Crosswalk,63,100,84,107
Cross (124).png,120,120,Crosswalk,44,98,64,104
Cross (124).png,120,120,Crosswalk,33,96,50,103
Cross (1240).png,120,120,Crosswalk,59,63,120,78
Cross (1240).png,120,120,Crosswalk,33,69,72,89
Cross (1240).png,120,120,Crosswalk,12,76,47,98
Cross (1240).png,120,120,Crosswalk,1,82,20,108
Cross (125).png,120,120,Crosswalk,0,62,21,79
Cross (125).png,120,120,Crosswalk,18,58,36,73
Cross (125).png,120,120,Crosswalk,34,55,53,68
Cross (125).png,120,120,Crosswalk,51,52,68,64
Cross (125).png,120,120,Crosswalk,65,49,80,63
Cross (125).png,120,120,Crosswalk,76,48,91,59
Cross (125).png,120,120,Crosswalk,88,46,101,56
Cross (125).png,120,120,Crosswalk,98,45,112,54
Cross (125).png,120,120,Crosswalk,106,46,118,52
Cross (127).png,120,120,Crosswalk,0,78,115,88
Cross (127).png,120,120,Crosswalk,37,65,60,69
Cross (127).png,120,120,Crosswalk,58,65,79,67
Cross (127).png,120,120,Crosswalk,78,64,99,67
Cross (128).png,120,120,Crosswalk,28,93,72,100
Cross (128).png,120,120,Crosswalk,38,96,80,105
Cross (128).png,120,120,Crosswalk,45,102,90,110
Cross (128).png,120,120,Crosswalk,51,108,100,116
Cross (128).png,120,120,Crosswalk,59,113,111,119
Cross (129).png,120,120,Crosswalk,0,40,19,107
Cross (129).png,120,120,Crosswalk,13,36,32,99
Cross (129).png,120,120,Crosswalk,28,33,45,93
Cross (129).png,120,120,Crosswalk,39,29,57,87
Cross (129).png,120,120,Crosswalk,51,39,68,80
Cross (129).png,120,120,Crosswalk,64,43,80,76
Cross (129).png,120,120,Crosswalk,78,45,91,71
Cross (129).png,120,120,Crosswalk,88,51,107,67
Cross (129).png,120,120,Crosswalk,104,50,119,60
Cross (13).png,120,120,Crosswalk,0,26,119,67
Cross (131).png,120,120,Crosswalk,0,68,23,91
Cross (131).png,120,120,Crosswalk,19,63,39,84
Cross (131).png,120,120,Crosswalk,36,60,54,81
Cross (131).png,120,120,Crosswalk,49,59,65,77
Cross (131).png,120,120,Crosswalk,62,57,76,74
Cross (131).png,120,120,Crosswalk,73,54,86,71
Cross (131).png,120,120,Crosswalk,85,51,97,69
Cross (131).png,120,120,Crosswalk,95,56,104,67
Cross (132).png,120,120,Crosswalk,75,20,95,31
Cross (132).png,120,120,Crosswalk,83,31,99,51
Cross (132).png,120,120,Crosswalk,96,34,104,39
Cross (132).png,120,120,Crosswalk,94,23,108,28
Cross (132).png,120,120,Crosswalk,65,22,76,30
Cross (132).png,120,120,Crosswalk,75,34,85,50
Cross (132).png,120,120,Crosswalk,68,38,77,48
Cross (132).png,120,120,Crosswalk,58,40,69,47
Cross (132).png,120,120,Crosswalk,49,42,60,46
Cross (132).png,120,120,Crosswalk,58,24,66,29
Cross (132).png,120,120,Crosswalk,56,15,67,18
Cross (132).png,120,120,Crosswalk,44,17,50,26
Cross (132).png,120,120,Crosswalk,107,24,113,27
Cross (135).png,120,120,Crosswalk,0,94,23,119
Cross (135).png,120,120,Crosswalk,0,102,97,120
Cross (136).png,120,120,Crosswalk,0,77,119,83
Cross (137).png,120,120,Crosswalk,77,74,119,113
Cross (137).png,120,120,Crosswalk,47,66,91,97
Cross (137).png,120,120,Crosswalk,11,60,59,82
Cross (138).png,120,120,Crosswalk,0,90,14,116
Cross (138).png,120,120,Crosswalk,11,88,25,113
Cross (138).png,120,120,Crosswalk,22,86,36,109
Cross (138).png,120,120,Crosswalk,35,84,47,107
Cross (138).png,120,120,Crosswalk,44,82,56,103
Cross (138).png,120,120,Crosswalk,54,81,67,100
Cross (138).png,120,120,Crosswalk,65,80,74,97
Cross (138).png,120,120,Crosswalk,73,79,82,95
Cross (138).png,120,120,Crosswalk,80,78,88,92
Cross (138).png,120,120,Crosswalk,86,76,96,90
Cross (138).png,120,120,Crosswalk,94,76,102,89
Cross (138).png,120,120,Crosswalk,101,75,107,87
Cross (138).png,120,120,Crosswalk,106,75,111,85
Cross (138).png,120,120,Crosswalk,110,74,119,84
Cross (139).png,120,120,Crosswalk,0,77,18,95
Cross (139).png,120,120,Crosswalk,16,74,37,92
Cross (139).png,120,120,Crosswalk,34,72,52,88
Cross (139).png,120,120,Crosswalk,50,70,66,85
Cross (139).png,120,120,Crosswalk,63,67,84,82
Cross (139).png,120,120,Crosswalk,77,70,96,81
Cross (139).png,120,120,Crosswalk,68,51,99,58
Cross (139).png,120,120,Crosswalk,57,48,75,56
Cross (139).png,120,120,Crosswalk,47,46,59,53
Cross (139).png,120,120,Crosswalk,36,46,50,52
Cross (139).png,120,120,Crosswalk,25,46,37,50
Cross (139).png,120,120,Crosswalk,74,57,79,69
Cross (14).png,120,120,Crosswalk,0,75,18,91
Cross (14).png,120,120,Crosswalk,10,70,28,85
Cross (14).png,120,120,Crosswalk,24,69,41,81
Cross (14).png,120,120,Crosswalk,37,66,56,79
Cross (14).png,120,120,Crosswalk,51,66,59,70
Cross (141).png,120,120,Crosswalk,0,95,119,119
Cross (141).png,120,120,Crosswalk,26,73,79,118
Cross (142).png,120,120,Crosswalk,5,96,118,99
Cross (142).png,120,120,Crosswalk,59,85,86,86
Cross (142).png,120,120,Crosswalk,27,85,56,87
Cross (142).png,120,120,Crosswalk,117,86,119,90
Cross (142).png,120,120,Crosswalk,114,86,118,89
Cross (142).png,120,120,Crosswalk,112,86,115,88
Cross (143).png,120,120,Crosswalk,102,48,119,73
Cross (143).png,120,120,Crosswalk,95,51,114,79
Cross (143).png,120,120,Crosswalk,88,54,114,79
Cross (143).png,120,120,Crosswalk,80,59,114,78
Cross (143).png,120,120,Crosswalk,71,65,114,78
Cross (143).png,120,120,Crosswalk,63,69,114,76
Cross (144).png,120,120,Crosswalk,0,52,84,68
Cross (144).png,120,120,Crosswalk,6,63,119,75
Cross (144).png,120,120,Crosswalk,51,74,119,94
Cross (145).png,120,120,Crosswalk,28,33,119,51
Cross (146).png,120,120,Crosswalk,0,31,17,45
Cross (146).png,120,120,Crosswalk,15,33,35,49
Cross (146).png,120,120,Crosswalk,32,37,53,53
Cross (146).png,120,120,Crosswalk,48,38,79,56
Cross (146).png,120,120,Crosswalk,0,98,76,119
Cross (146).png,120,120,Crosswalk,46,85,86,102
Cross (147).png,120,120,Crosswalk,0,50,24,74
Cross (147).png,120,120,Crosswalk,22,46,36,65
Cross (147).png,120,120,Crosswalk,33,45,42,62
Cross (147).png,120,120,Crosswalk,41,43,53,57
Cross (147).png,120,120,Crosswalk,52,40,62,55
Cross (147).png,120,120,Crosswalk,61,39,70,52
Cross (147).png,120,120,Crosswalk,69,38,77,49
Cross (147).png,120,120,Crosswalk,76,36,83,47
Cross (147).png,120,120,Crosswalk,82,35,90,45
Cross (147).png,120,120,Crosswalk,88,34,96,44
Cross (147).png,120,120,Crosswalk,95,32,100,42
Cross (147).png,120,120,Crosswalk,99,31,105,40
Cross (147).png,120,120,Crosswalk,103,31,115,38
Cross (148).png,120,120,Crosswalk,0,34,30,78
Cross (149).png,120,120,Crosswalk,0,70,28,78
Cross (149).png,120,120,Crosswalk,9,73,38,83
Cross (149).png,120,120,Crosswalk,18,78,52,89
Cross (149).png,120,120,Crosswalk,27,83,68,95
Cross (149).png,120,120,Crosswalk,8,110,46,119
Cross (149).png,120,120,Crosswalk,35,93,56,106
Cross (149).png,120,120,Crosswalk,66,86,84,94
Cross (15).png,120,120,Crosswalk,0,61,43,103
Cross (15).png,120,120,Crosswalk,38,54,74,95
Cross (15).png,120,120,Crosswalk,65,52,118,84
Cross (150).png,120,120,Crosswalk,2,102,118,119
Cross (150).png,120,120,Crosswalk,30,87,119,109
Cross (150).png,120,120,Crosswalk,45,77,120,98
Cross (150).png,120,120,Crosswalk,66,62,120,85
Cross (150).png,120,120,Crosswalk,87,29,120,118
Cross (153).png,120,120,Crosswalk,5,75,107,86
Cross (153).png,120,120,Crosswalk,112,63,119,76
Cross (153).png,120,120,Crosswalk,107,61,113,74
Cross (153).png,120,120,Crosswalk,102,59,109,71
Cross (153).png,120,120,Crosswalk,98,59,103,68
Cross (153).png,120,120,Crosswalk,93,58,99,66
Cross (155).png,120,120,Crosswalk,67,33,119,119
Cross (155).png,120,120,Crosswalk,14,0,66,19
Cross (155).png,120,120,Crosswalk,25,17,79,38
Cross (155).png,120,120,Crosswalk,37,30,103,59
Cross (155).png,120,120,Crosswalk,43,57,119,89
Cross (155).png,120,120,Crosswalk,58,87,120,118
Cross (156).png,120,120,Crosswalk,0,67,30,119
Cross (156).png,120,120,Crosswalk,26,58,48,103
Cross (156).png,120,120,Crosswalk,44,51,66,89
Cross (156).png,120,120,Crosswalk,57,45,78,87
Cross (156).png,120,120,Crosswalk,72,41,89,77
Cross (156).png,120,120,Crosswalk,86,37,102,67
Cross (156).png,120,120,Crosswalk,99,40,119,58
Cross (157).png,120,120,Crosswalk,0,21,40,39
Cross (157).png,120,120,Crosswalk,0,28,76,37
Cross (157).png,120,120,Crosswalk,78,35,119,41
Cross (157).png,120,120,Crosswalk,87,39,119,45
Cross (157).png,120,120,Crosswalk,95,42,119,49
Cross (157).png,120,120,Crosswalk,101,47,119,52
Cross (157).png,120,120,Crosswalk,108,51,119,56
Cross (158).png,120,120,Crosswalk,62,61,103,71
Cross (158).png,120,120,Crosswalk,27,60,65,70
Cross (158).png,120,120,Crosswalk,0,59,52,69
Cross (158).png,120,120,Crosswalk,54,37,93,43
Cross (158).png,120,120,Crosswalk,32,35,70,42
Cross (158).png,120,120,Crosswalk,7,35,47,41
Cross (16).png,120,120,Crosswalk,0,66,103,90
Cross (16).png,120,120,Crosswalk,19,34,33,38
Cross (16).png,120,120,Crosswalk,52,35,85,38
Cross (16).png,120,120,Crosswalk,96,34,116,38
Cross (160).png,120,120,Crosswalk,93,20,119,29
Cross (160).png,120,120,Crosswalk,83,23,111,35
Cross (160).png,120,120,Crosswalk,70,25,99,39
Cross (160).png,120,120,Crosswalk,53,31,89,43
Cross (160).png,120,120,Crosswalk,39,37,76,50
Cross (160).png,120,120,Crosswalk,33,37,63,56
Cross (160).png,120,120,Crosswalk,25,44,74,50
Cross (162).png,120,120,Crosswalk,0,86,6,91
Cross (162).png,120,120,Crosswalk,110,87,119,92
Cross (162).png,120,120,Crosswalk,38,87,91,92
Cross (162).png,120,120,Crosswalk,33,86,40,90
Cross (163).png,120,120,Crosswalk,97,36,119,52
Cross (163).png,120,120,Crosswalk,71,38,102,54
Cross (163).png,120,120,Crosswalk,51,38,81,56
Cross (163).png,120,120,Crosswalk,17,46,54,58
Cross (163).png,120,120,Crosswalk,7,40,45,52
Cross (164).png,120,120,Crosswalk,0,94,71,113
Cross (164).png,120,120,Crosswalk,14,86,88,103
Cross (164).png,120,120,Crosswalk,39,77,100,95
Cross (164).png,120,120,Crosswalk,61,71,119,87
Cross (164).png,120,120,Crosswalk,82,64,119,75
Cross (164).png,120,120,Crosswalk,106,59,119,67
Cross (164).png,120,120,Crosswalk,45,112,60,119
Cross (166).png,120,120,Crosswalk,0,56,38,75
Cross (166).png,120,120,Crosswalk,37,51,64,67
Cross (166).png,120,120,Crosswalk,62,47,85,60
Cross (166).png,120,120,Crosswalk,84,40,116,54
Cross (167).png,120,120,Crosswalk,23,95,119,119
Cross (167).png,120,120,Crosswalk,43,88,119,119
Cross (167).png,120,120,Crosswalk,66,81,119,118
Cross (167).png,120,120,Crosswalk,87,76,119,118
Cross (167).png,120,120,Crosswalk,105,71,119,119
Cross (168).png,120,120,Crosswalk,99,81,106,93
Cross (168).png,120,120,Crosswalk,91,79,100,89
Cross (168).png,120,120,Crosswalk,85,70,94,87
Cross (168).png,120,120,Crosswalk,78,68,86,84
Cross (168).png,120,120,Crosswalk,71,66,79,81
Cross (168).png,120,120,Crosswalk,67,64,73,79
Cross (168).png,120,120,Crosswalk,60,62,68,77
Cross (168).png,120,120,Crosswalk,53,62,62,75
Cross (168).png,120,120,Crosswalk,47,59,54,73
Cross (168).png,120,120,Crosswalk,42,58,49,71
Cross (168).png,120,120,Crosswalk,37,57,44,69
Cross (168).png,120,120,Crosswalk,32,56,39,66
Cross (168).png,120,120,Crosswalk,27,55,33,65
Cross (168).png,120,120,Crosswalk,23,53,29,63
Cross (168).png,120,120,Crosswalk,19,52,25,62
Cross (168).png,120,120,Crosswalk,14,51,20,61
Cross (168).png,120,120,Crosswalk,10,50,15,60
Cross (168).png,120,120,Crosswalk,6,50,11,59
Cross (168).png,120,120,Crosswalk,0,48,8,57
Cross (169).png,120,120,Crosswalk,84,69,108,81
Cross (169).png,120,120,Crosswalk,113,79,116,81
Cross (169).png,120,120,Crosswalk,0,92,30,115
Cross (169).png,120,120,Crosswalk,22,97,53,119
